*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=USB_IIe_Kbd_rev3.PCB
*Date=12:52:52
*CreatedBy=Fritzing 0.8.0b.06.12.08d5
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
66;;;54.9708;-10.6996;0;Bottom;Via7
67;;;56.2408;-55.1496;0;Bottom;Via13
68;;;63.8608;-103.353;0;Bottom;Via22
69;;;46.0756;-41.1742;0;Bottom;Copper Fill20
70;;;66.3956;-88.1642;0;Bottom;Copper Fill55
71;;;24.5364;-96.216;0;Bottom;Copper Fill5
72;;;28.3009;-4.34962;0;Bottom;Via8
73;;;6.858;-98.4766;0;Bottom;Copper Fill47
74;;;39.7002;-9.93216;0;Bottom;Copper Fill45
75;;;22.606;-43.7142;0;Bottom;Copper Fill88
76;;;68.9356;-67.9204;0;Bottom;Copper Fill2
77;;;53.721;-67.8188;0;Bottom;Copper Fill11
78;;;60.0508;-8.15962;0;Bottom;Via19
79;;;23.2156;-17.0696;0;Bottom;Copper Fill91
80;;;33.3809;-56.4196;0;Bottom;Via15
81;;;23.2156;-95.4794;0;Bottom;Copper Fill4
82;;;52.4252;-13.2396;0;Bottom;Via6
83;;;35.306;-79.2742;0;Bottom;Copper Fill10
84;;;67.6708;-86.8996;0;Bottom;Via21
85;;;39.1922;-55.449;0;Bottom;Copper Fill64
86;;;61.3156;-66.5742;0;Bottom;Copper Fill62
87;;;61.341;-33.5034;0;Bottom;Copper Fill75
88;;;3.52526;-88.7522;-90;Bottom;TXT1
89;;;6.16907;-90.2512;-90;Bottom;TXT2
90;470;THT;52.4309;-17.0495;180;Bottom;R3
91;5V;TO220 [THT];17.8869;-71.6595;-90;Bottom;3.3v
92;;;49.8626;-8.21607;0;Bottom;Via18
93;;;39.1668;-52.6804;0;Bottom;Copper Fill76
94;;;27.6606;-18.3142;0;Bottom;Copper Fill33
95;;;49.8908;-38.6396;0;Bottom;Via2
96;;;39.7256;-19.5842;0;Bottom;Copper Fill89
97;;;39.7256;-34.8242;0;Bottom;Copper Fill78
98;;;16.2306;-37.3896;0;Bottom;Copper Fill73
99;;;50.5206;-27.5852;0;Bottom;Copper Fill90
100;;;61.2644;-102.14;0;Bottom;Via10
101;;;39.7256;-27.2042;0;Bottom;Copper Fill85
102;;;16.2306;-32.2588;0;Bottom;Copper Fill23
103;;;49.911;-81.8142;0;Bottom;Copper Fill52
104;;;61.341;-83.0588;0;Bottom;Copper Fill7
105;;;52.4256;-83.0842;0;Bottom;Copper Fill59
106;;;13.7668;-90.1962;0;Bottom;Copper Fill50
107;;;63.246;-41.1488;0;Bottom;Copper Fill70
108;;;7.9756;-17.0696;0;Bottom;Copper Fill39
109;;;22.6568;-71.6542;0;Bottom;Copper Fill60
110;;;49.911;-64.6692;0;Bottom;Copper Fill8
111;;;44.196;-28.4742;0;Bottom;Copper Fill30
112;;;39.7256;-32.2842;0;Bottom;Copper Fill80
113;;;11.7973;-53.9428;0;Bottom;Via23
114;;;60.0226;-100.898;0;Bottom;Via17
115;;;39.7256;-29.7442;0;Bottom;Copper Fill29
116;;;9.05955;-82.3316;-90;Bottom;TXT3
117;;;54.356;-65.2534;0;Bottom;Copper Fill12
118;;;61.9506;-70.4096;0;Bottom;Copper Fill61
119;470;THT;52.4309;-22.1295;180;Bottom;R2
120;;;66.4008;-8.15962;0;Bottom;Via20
121;;[THT];27.741;-56.7097;0;Bottom;CTL RESET
122;;;47.3791;-32.3291;0;Bottom;Via16
123;;;39.7256;-17.0442;0;Bottom;Copper Fill92
124;;;39.7256;-37.3642;0;Bottom;Copper Fill19
125;;;66.3956;-85.6496;0;Bottom;Copper Fill57
126;;;39.7256;-32.2842;0;Bottom;Copper Fill24
127;;;39.7256;-24.6642;0;Bottom;Copper Fill34
128;;;17.5006;-27.1788;0;Bottom;Copper Fill31
129;;;33.3756;-34.7988;0;Bottom;Copper Fill77
130;;;30.1752;-32.335;0;Bottom;Copper Fill18
131;;;43.6118;-15.1392;0;Bottom;Copper Fill36
132;;;44.196;-32.2588;0;Bottom;Copper Fill25
133;;;48.006;-17.0188;0;Bottom;Copper Fill81
134;;THT;19.4109;-85.6295;0;Bottom;5v
